"ID","Gender","Status","Children","Est Income","Car Owner","Age","LongDistance","International","Local","DroppedPeak","DroppedOffPeak","Paymethod","LocalBilltype","LongDistanceBilltype","Usage","RatePlan","CHURN"
"443","F","S","2","33330.00","N","21.00","33","0.00","35.73","0","0","Auto","Budget","Standard","41.78","3","T"
"444","F","S","1","32098.00","N","22.00","33","0.00","9.51","0","0","Auto","Budget","Intnl_discount","23.52","1","T"
"445","F","S","2","30090.00","N","24.00","37","2.22","38.18","2","0","CC","FreeLocal","Standard","62.95","1","T"
"446","F","S","1","40120.00","N","24.00","28.45","0.00","106.30","6","0","CC","Budget","Standard","134.75","4","T"
"450","F","M","2","90271.60","N","44.926667","13.96","0.00","96.43","1","0","CC","FreeLocal","Standard","110.40","4","F"
"455","F","M","2","64816.60","Y","31.126667","21","0.00","6.87","1","0","CC","Budget","Standard","27.87","2","F"
"456","F","M","2","98217.10","N","44.98","29.49","0.00","13.24","1","0","CC","FreeLocal","Standard","42.74","1","F"
"458","F","S","1","2929.13","N","53.506667","14","0.00","88.23","2","0","CH","Budget","Intnl_discount","102.23","1","T"
"460","F","M","2","41876.60","Y","44.093333","6.78","0.00","132.65","1","0","CC","FreeLocal","Standard","139.44","3","F"
"461","M","M","0","96223.40","Y","64.76","11.81","0.63","5.73","1","0","CC","FreeLocal","Standard","18.18","1","T"
"462","F","S","0","15989.30","N","61.693333","3.67","0.00","25.49","8","1","CC","Budget","Intnl_discount","29.17","4","T"
"463","M","M","0","69168.40","Y","62.426667","14.16","6.01","214.73","1","0","CC","Budget","Standard","234.91","2","T"
"464","M","M","1","92148.50","Y","33.00","3","0.00","100.90","2","0","CC","Budget","Intnl_discount","113.68","2","F"
"465","M","M","0","96681.00","Y","19.76","7","7.66","40.92","1","0","CC","Budget","Standard","73.76","2","F"
"466","M","S","0","62705.90","Y","32.00","8","0.00","6.81","0","0","CC","FreeLocal","Intnl_discount","33.44","2","F"
"467","M","S","0","80221.20","N","29.026667","9","0.00","49.56","0","0","Auto","FreeLocal","Standard","50.48","2","F"
"468","M","S","0","84479.20","N","30.00","7","0.00","43.01","0","0","CC","FreeLocal","Standard","56.23","2","F"
"469","F","M","2","64977.40","N","38.193333","28.11","0.00","17.66","0","0","CC","FreeLocal","Standard","45.77","2","F"
"470","F","M","0","77994.00","N","50.553333","12.4","0.00","89.62","0","0","CH","FreeLocal","Standard","102.02","1","T"
"471","M","M","2","90103.70","N","34.946667","12.23","8.87","45.34","0","0","CC","Budget","Intnl_discount","66.45","3","F"
"472","F","M","0","59008.40","Y","30.18","12.86","0.00","18.73","0","0","CC","Budget","Standard","31.59","1","T"
"473","M","M","2","5265.35","N","52.873333","2.33","5.30","23.46","0","0","Auto","Budget","Intnl_discount","31.10","3","F"
"474","M","S","1","84978.10","N","21.64","5.03","7.68","76.07","0","0","CH","FreeLocal","Intnl_discount","88.79","1","T"
"475","F","M","2","36647.90","N","49.986667","21.41","0.00","85.96","0","0","CC","Budget","Intnl_discount","107.38","3","F"
"476","F","S","0","64319.20","N","41.226667","3.01","0.00","37.15","0","0","CH","Budget","Intnl_discount","40.16","1","T"
"477","F","S","1","73338.00","N","48.246667","20.92","0.00","9.01","0","0","Auto","Budget","Intnl_discount","29.93","3","F"
"478","F","S","0","433.74","N","60.746667","3.3","0.00","40.91","1","0","CC","FreeLocal","Standard","44.22","1","T"
"479","F","M","2","16962.20","N","45.36","18.6","0.00","8.96","0","0","CC","Budget","Standard","27.57","2","F"
"481","M","M","2","10708.30","N","26.026667","20.83","4.85","117.26","0","0","CH","Budget","Intnl_discount","142.95","3","F"
"484","F","M","0","2031.61","N","20.30","21.64","0.00","87.40","0","0","CC","Budget","Standard","109.04","2","T"
"488","F","S","2","16938.50","N","55.00","13.35","0.00","8.76","0","0","CH","FreeLocal","Standard","22.11","2","F"
"491","F","M","0","55221.00","N","42.00","0.49","0.00","15.20","0","0","CC","FreeLocal","Standard","15.69","3","F"
"492","F","M","1","8073.11","N","43.00","28.7","0.00","60.35","0","0","Auto","FreeLocal","Standard","89.05","2","F"
"493","M","M","1","95448.60","Y","53.68","24.24","0.00","5.21","0","0","CH","Budget","Standard","29.46","3","F"
"494","M","S","1","24141.50","Y","17.006667","28.82","0.00","97.05","0","0","CC","FreeLocal","Standard","125.87","4","T"
"495","M","S","2","63152.60","Y","63.173333","29.93","0.00","40.07","0","0","CC","Budget","Intnl_discount","70.01","1","F"
"497","M","S","2","72084.70","N","55.64","29.11","0.00","9.02","0","0","CC","Budget","Intnl_discount","38.13","1","F"
"498","F","S","0","42760.50","N","46.00","13.47","0.00","40.23","0","0","CC","Budget","Standard","53.70","3","F"
"499","F","S","1","49072.00","N","47.00","23.5","0.00","10.74","1","0","Auto","Budget","Intnl_discount","34.25","2","F"
"500","F","M","0","27371.80","Y","48.00","16.14","0.00","126.55","1","0","CC","FreeLocal","Standard","142.70","4","F"
"504","M","M","1","71472.90","N","41.913333","16.02","0.00","114.20","8","0","CH","Budget","Standard","130.22","3","T"
"505","F","M","0","95405.70","N","42.00","7.74","0.00","6.21","1","0","CC","Budget","Standard","13.96","4","F"
"506","F","S","0","95786.80","Y","43.00","21.33","0.00","87.46","2","0","CC","Budget","Standard","108.79","4","F"
"508","M","S","0","90321.60","N","30.00","0.87","0.00","11.52","1","0","Auto","FreeLocal","Intnl_discount","12.39","2","F"
"509","M","S","0","90478.60","N","54.553333","18.02","0.00","136.47","0","0","CC","FreeLocal","Standard","154.49","2","T"
"510","F","M","2","56187.00","N","42.00","8.09","0.00","13.74","0","0","CH","Budget","Standard","21.83","2","F"
"513","F","S","1","37000.00","N","24.393333","23.56","0.00","206.08","0","0","CC","Budget","Intnl_discount","229.64","2","T"
"518","M","M","2","29616.00","N","49.426667","29.78","0.00","45.50","0","0","CH","FreeLocal","Standard","75.29","1","F"
"520","M","M","0","19732.80","N","50.673333","24.81","0.00","22.44","0","0","CC","FreeLocal","Standard","47.25","2","F"
"523","M","S","2","96.33","N","56.473333","26.13","0.00","32.88","0","1","CC","Budget","Standard","59.01","4","F"
"526","F","M","2","52004.80","N","25.14","5.03","0.00","23.11","0","0","CH","Budget","Intnl_discount","28.14","1","F"
"529","M","M","2","53010.80","N","18.84","12.45","0.00","46.42","0","4","CC","FreeLocal","Standard","58.87","1","F"
"530","M","M","0","75004.50","N","64.80","26.52","0.00","32.19","0","0","CC","Budget","Intnl_discount","58.72","2","F"
"533","M","M","0","19749.30","N","60.366667","20.22","0.00","13.94","0","0","CC","Budget","Standard","34.17","1","F"
"534","M","S","1","57626.90","Y","43.906667","9.38","0.00","38.96","0","0","CC","Budget","Standard","48.35","3","F"
"535","M","M","2","20078.00","N","32.846667","9.65","0.00","6.33","3","0","CC","Budget","Intnl_discount","15.98","4","F"
"536","F","M","2","47902.00","N","26.033333","17.44","4.94","49.92","2","1","Auto","FreeLocal","Standard","72.31","4","F"
"541","M","M","1","7545.96","Y","16.753333","22.39","0.00","178.36","5","0","CC","Budget","Standard","200.75","3","T"
"547","F","S","0","78851.30","N","48.373333","0.37","0.00","28.66","0","0","CC","FreeLocal","Standard","29.04","4","T"
"548","F","S","1","17540.70","Y","62.786667","22.17","0.57","13.45","0","0","Auto","Budget","Standard","36.20","1","T"
"549","F","M","0","83891.90","Y","61.02","28.92","0.00","45.47","0","0","CH","Budget","Standard","74.40","4","T"
"550","F","M","2","28220.80","N","38.766667","26.49","0.00","12.46","2","0","CC","FreeLocal","Standard","38.95","4","T"
"552","F","S","0","28589.10","N","15.60","13.19","0.00","87.09","6","0","CC","FreeLocal","Standard","100.28","4","T"
"554","F","M","2","5237.63","N","48.753333","13.32","8.05","56.64","1","0","CC","Budget","Standard","78.02","1","F"
"557","M","S","2","89459.90","N","53.28","11.54","1.61","22.90","1","0","CC","FreeLocal","Standard","36.05","3","T"
"560","F","S","1","13576.50","N","39.426667","14.83","0.00","25.66","1","0","CC","Budget","Standard","40.49","4","T"
"561","F","S","0","81710.90","N","58.54","20.95","0.00","15.46","2","1","CC","FreeLocal","Standard","36.42","4","F"
"564","F","M","2","67388.00","N","53.12","4.79","0.50","91.04","1","1","CC","Budget","Standard","96.33","3","T"
"565","F","M","1","57063.00","Y","52.333333","16.79","0.00","81.30","1","0","CH","Budget","Standard",,"4","F"
"566","F","M","2","84166.10","N","54.013333","3.28","0.00","11.74","8","1","CC","Budget","Standard","15.02","1","T"
"572","F","S","1","7737.94","N","42.666667","11.05","0.00","50.84","1","0","CC","FreeLocal","Standard","61.90","2","T"
"573","M","S","2","100020.00","N","48.00","21.37","0.00","293.24","2","0","CH","Budget","Standard","314.62","4","T"
"574","F","M","2","45287.60","Y","29.026667","0","0.00","2.97","1","0","CC","Budget","Standard","2.97","3","F"
"575","F","M","2","59613.10","N","34.32","12.37","0.00","163.41","3","0","CC","Budget","Intnl_discount","175.78","2","T"
"577","F","S","1","16326.70","N","50.613333","0","0.00","1.34","2","0","CC","FreeLocal","Intnl_discount","1.34","2","T"
"580","F","S","2","9559.78","N","51.38","18.31","0.00","59.59","5","0","CC","FreeLocal","Standard","77.91","3","T"
"583","F","M","2","42031.80","N","50.753333","20.45","0.00","39.33","0","0","CH","Budget","Intnl_discount","59.78","3","F"
"585","F","M","2","83284.10","Y","28.42","26.91","0.00","9.04","0","0","Auto","FreeLocal","Intnl_discount","35.96","3","F"
"586","M","M","1","39229.10","N","26.26","28.82","4.74","13.53","0","0","CC","Budget","Intnl_discount","47.10","4","F"
"587","F","D","1","68427.40","N","42.393333","23.76","0.00","50.05","2","0","Auto","FreeLocal","Standard","73.81","4","F"
"589","M","S","0","3601.71","N","49.266667","9.57","4.19","111.84","6","0","Auto","Budget","Intnl_discount","125.60","1","F"
"591","F","S","0","98716.30","N","55.66","20.97","8.23","13.92","1","0","CC","FreeLocal","Standard","43.13","4","T"
"592","F","S","2","66182.70","Y","62.48","11.7","0.00","47.17","1","0","Auto","Budget","Standard","58.87","2","F"
"593","F","S","2","84789.30","N","50.433333","14.22","8.80","10.45","1","0","CH","FreeLocal","Standard","33.47","4","T"
"595","F","M","2","35976.50","Y","48.853333","18.85","0.00","31.78","2","0","Auto","FreeLocal","Intnl_discount","50.63","4","T"
"596","F","M","0","32703.10","Y","64.92","16.8","0.00","56.09","1","0","CC","Budget","Intnl_discount","72.89","4","F"
"598","F","M","2","8204.72","N","52.973333","15.59","0.00","24.19","1","0","CH","FreeLocal","Standard","39.79","4","F"
"599","M","M","1","97180.40","N","50.60","8.21","9.63","45.66","8","0","CH","FreeLocal","Standard","63.51","4","T"
"601","F","S","2","38280.00","N","33.74","11.64","0.00","74.97","1","0","Auto","FreeLocal","Intnl_discount","86.61","4","T"
"602","M","S","0","64136.60","Y","61.106667","16.21","1.00","125.15","2","0","CC","FreeLocal","Intnl_discount","142.37","2","T"
"604","F","M","2","45429.70","Y","61.713333","24.7","0.00","73.04","1","0","CH","FreeLocal","Standard","97.74","3","T"
"606","F","S","0","25285.50","N","53.986667","9.37","0.00","11.93","0","0","CC","FreeLocal","Standard","21.30","4","T"
"607","F","M","2","77551.10","Y","33.60","20.53","0.00","41.89","0","1","CC","Budget","Intnl_discount","62.42","3","F"
"608","F","M","0","38538.40","N","12.326667","22.86","8.32","16.48","0","0","CC","FreeLocal","Standard","47.66","3","T"
"609","F","S","0","69350.50","Y","57.42","1.9","0.00","25.95","0","0","CC","FreeLocal","Standard","27.86","4","F"
"616","M","S","2","43634.50","N","21.78","29.44","9.42","104.64","0","0","CC","Budget","Standard","143.50","4","T"
"620","F","S","1","13109.10","N","62.606667","22.38","0.00","40.48","0","0","Auto","Budget","Standard","62.87","4","T"
"621","M","S","1","92647.50","N","56.046667","16.04","5.74","10.34","0","0","CC","Budget","Standard","32.13","4","T"
"622","M","S","2","21021.60","Y","62.753333","3.75","0.00","11.19","0","0","CC","Budget","Standard","14.95","2","F"
"623","M","S","0","74460.70","Y","55.34","25.53","0.99","179.93","0","0","CC","FreeLocal","Standard","206.46","3","T"
"626","F","S","2","28787.40","N","41.666667","27.97","0.00","58.09","0","0","Auto","Budget","Standard","86.06","3","T"
"629","M","M","1","13091.60","N","59.126667","22.79","0.00","20.26","0","0","CC","Budget","Intnl_discount","43.06","3","F"
"632","F","M","2","62061.80","Y","45.92","29.86","0.00","52.22","0","0","Auto","FreeLocal","Standard","82.08","4","F"
"633","F","M","1","20550.90","Y","22.12","27.72","0.86","57.06","1","0","CC","Budget","Standard","85.64","4","T"
"636","M","M","2","1765.41","N","18.766667","3.04","0.00","44.95","0","0","CC","FreeLocal","Standard","47.99","1","F"
"639","F","S","2","19131.10","N","56.186667","22.15","0.00","34.91","0","0","Auto","Budget","Standard","57.07","1","T"
"645","M","M","2","42750.30","Y","50.493333","20.59","1.97","112.40","0","0","Auto","Budget","Intnl_discount","134.97","2","F"
"647","F","S","2","2842.55","N","45.92","0","0.00","0.79","0","0","Auto","Budget","Intnl_discount","0.79","4","T"
"648","M","M","2","22358.10","N","52.626667","15.54","1.52","12.19","0","0","CC","Budget","Standard","29.25","3","F"
"650","M","M","0","47870.80","Y","27.26","2","1.17","12.48","0","0","CC","FreeLocal","Standard","13.82","2","F"
"651","F","S","2","6440.46","Y","41.00","22.66","0.00","27.20","0","0","CH","Budget","Standard","49.86","2","F"
"652","F","S","0","7325.50","N","36.92","28.52","0.00","161.54","0","0","CC","FreeLocal","Intnl_discount","190.06","2","T"
"654","M","M","2","28766.90","N","46.84","6.11","0.00","58.08","0","0","CC","Budget","Standard","64.20","4","F"
"656","M","M","1","5252.29","N","16.333333","2.65","0.00","17.08","0","1","Auto","Budget","Standard","19.73","2","F"
"660","M","M","2","91272.20","Y","25.033333","26.99","0.00","13.01","0","0","CC","FreeLocal","Standard","40.00","3","F"
"666","M","S","0","69000.00","Y","52.266667","11.63","9.70","115.66","1","1","CC","FreeLocal","Intnl_discount","137.00","4","T"
"670","M","M","2","1406.05","Y","19.306667","11.55","0.00","15.17","1","0","CC","Budget","Standard","26.72","3","F"
"672","F","S","0","73228.30","N","43.00","22.47","0.00","28.11","8","0","Auto","Budget","Standard","50.58","2","F"
"673","F","S","2","76231.90","N","63.806667","2.01","0.00","150.75","1","0","Auto","FreeLocal","Standard","152.76","4","F"
"678","M","M","1","64792.30","N","52.146667","13.05","1.51","36.84","2","0","CH","FreeLocal","Standard","51.41","1","T"
"681","F","S","0","93322.10","Y","40.313333","29.92","0.00","8.79","1","0","CH","Budget","Intnl_discount","38.72","1","T"
"686","M","M","1","63437.30","N","63.653333","0.68","3.35","10.94","0","0","CC","Budget","Intnl_discount","14.98","3","T"
"690","M","M","2","49910.70","Y","51.52","27.42","0.00","23.72","0","0","CC","Budget","Standard","51.14","1","F"
"692","M","M","0","76161.40","Y","44.573333","11.96","0.00","25.58","0","0","CC","FreeLocal","Standard","37.55","3","T"
"693","F","M","2","55860.00","Y","14.573333","16.01","0.00","10.35","0","0","CC","FreeLocal","Intnl_discount","26.37","4","F"
"694","F","S","1","12686.00","N","64.80","23.23","0.00","80.64","0","0","Auto","Budget","Standard","103.88","1","T"
"702","M","M","2","57360.80","Y","53.253333","10.36","0.00","57.25","0","0","CC","FreeLocal","Standard","67.61","2","F"
"703","M","M","1","92414.70","Y","45.513333","29.43","0.00","10.62","0","0","CC","FreeLocal","Standard","40.06","4","T"
"704","M","M","1","60102.70","N","42.14","9.84","0.00","62.44","0","1","CH","FreeLocal","Standard","72.29","4","T"
"706","F","M","2","17888.70","N","43.00","29.41","0.00","332.46","0","0","CC","Budget","Standard","361.88","4","F"
"707","F","S","1","12526.30","N","53.553333","11.72","0.00","28.86","0","0","CC","FreeLocal","Intnl_discount","40.59","1","T"
"710","F","S","2","14578.80","Y","60.933333","11.91","0.00","95.10","0","0","Auto","Budget","Standard",,"1","T"
"713","M","M","0","78572.20","Y","42.346667","21.81","0.00","29.28","0","1","CC","FreeLocal","Standard","51.09","3","T"
"714","M","M","1","3933.74","N","17.86","9.75","0.00","47.91","0","0","CC","Budget","Intnl_discount","57.67","2","F"
"715","F","M","2","48238.80","N","34.706667","23.28","0.00","168.03","2","0","CC","FreeLocal","Standard","191.32","1","F"
"717","F","M","0","28770.90","N","12.34","27.99","5.32","16.27","6","0","CH","FreeLocal","Standard","49.60","3","T"
"718","F","M","2","87578.20","Y","53.366667","0.29","0.00","22.15","1","0","CC","Budget","Standard","22.44","2","F"
"719","F","M","2","86695.40","N","13.906667","25.94","0.00","32.09","1","0","CC","FreeLocal","Standard","58.03","2","F"
"721","F","S","2","76791.20","N","47.00","20.71","0.00","23.00","1","0","CC","Budget","Intnl_discount","43.71","1","F"
"725","F","S","0","30763.80","Y","14.193333","21.32","0.00","35.85","2","0","CC","Budget","Standard","57.17","4","T"
"726","F","M","2","3193.60","N","54.046667","4.19","0.00","114.62","1","1","CH","Budget","Standard","118.82","3","F"
"730","F","M","0","83287.00","N","56.193333","29.64","0.00","90.18","1","4","Auto","FreeLocal","Intnl_discount",,"4","F"
"731","M","S","1","2056.06","Y","18.94","24.07","6.98","27.75","8","0","Auto","Budget","Standard","58.80","4","T"
"732","F","M","2","7776.60","N","35.706667","25.87","0.00","68.33","1","0","CC","FreeLocal","Standard","94.20","3","F"
"733","M","M","1","2067.82","N","47.853333","15.25","0.00","70.65","2","0","CC","Budget","Intnl_discount","85.90","2","F"
"734","M","S","0","77000.00","N","63.353333","4.58","7.66","8.49","1","0","CC","Budget","Standard","20.74","3","T"
"736","F","M","2","69343.30","N","42.166667","6.36","0.00","15.54","0","0","CC","FreeLocal","Standard","21.91","2","F"
"737","F","M","0","83287.00","N","44.00","0.57","0.00","23.89","0","2","Auto","Budget","Standard","24.46","2","F"
